Event ID	Event Name	Website	Start-End Date
178023	Process Flow Auditing	https://misti.com/event-details?EVENTID=17436&ORGCODE=10	5 - 7 Oct 2020
54617	Ozark Fall Farmfest	https://ozarkfallfarmfest.com/	2 - 4 Oct 2020
278553	Miniatura	https://www.miniatura.co.uk/	21 - 22 Mar 2020
306515	Hosen Scheisser FlohMarkt Cottbus	https://www.hosenscheisser-flohmarkt.de/location/cottbus/	8 - 8 Mar 2020
251956	Dallas Job Fair	https://www.hirelive.com/fair/1818/TX/dallas-tx/December/4/2019	4 - 4 Dec 2019
251984	Inland Empire Job Fair	https://www.hirelive.com/fair/1656/CA/ontario/December/4/2019	4 - 4 Dec 2019
260388	Root Cause Analysis Intensive Training Course	https://www.healthcareconferencesuk.co.uk/conferences-masterclasses/root-cause-analysis-1-day-intensive-training-course	19 - 19 Nov 2019
297434	Amp Fair Nottingham	http://www.ampfairs.co.uk/FAIR%20DATES%202019.htm	11 - 11 Dec 2019
283849	Bailgate Wedding Fayre	https://www.bailgateweddingfayre.co.uk/	1 - 1 Mar 2020
207019	International Trade Fair For Property and Investment	http://www.exporeal.net/	5 - 7 Oct 2020
4413	Healthcare Estates Conference & Exhibition	https://www.healthcare-estates.com	6 - 7 Oct 2020
48615	International Trade Fair for Composite Materials, Technologies and Products Kompozyt-Expo	https://kompozyt-expo.pl/pl/o-targach/kolejna-edycja.html	6 - 7 Oct 2020
70954	Diversity Employment Day Career Fairs Phoenix	http://citycareerfair.com/2020-schedule/	13 - 13 May 2020
249853	Senior Lender Forum Group 1	https://indianabankers.org/senior-lender-forum-group-1-28	19 - 19 Feb 2020
24515	Lincolnshire Antiques & Home Show	http://www.asfairs.com/antiques-home-show/about.aspx	4 - 4 Dec 2019
405973	99 Power & Energy Expo	http://www.99iema.com	15 - 18 Nov 2019
373096	Neonyt	https://neonyt.messefrankfurt.com/berlin/de/planung-vorbereitung.html#opening	14 - 16 Jan 2020
4417	Ethiopia Int'l Trade Expo	https://africantradefairs.com/12th-ethiopia-intl-trade-expo/	1 - 4 Nov 2019
401424	Industrial AI & IoT Expo	https://www.japan-mfg-kansai.jp/en-gb/about/aiotex.html	7 - 9 Oct 2020
401419	Advanced 3D Printing Expo	https://www.japan-mfg-kansai.jp/en-gb/about/3dpt.html	7 - 9 Oct 2020
8884	Design Engineering & Manufacturing Solutions Expo	http://www.dms-kansai.jp/ja/about/Outline/	7 - 9 Oct 2020
242678	Manufacturing World Osaka	https://www.japan-mfg-kansai.jp/en-gb.html	7 - 9 Oct 2020
162850	Disrupt Sf	https://techcrunch.com/events/disrupt-sf-2019/#schedule	14 - 16 Sep 2020
65801	Tokyo Shoes Expo	https://www.fashion-tokyo.jp/ja-jp/shows.html	1 - 3 Apr 2020
65802	Fashion Jewellery Expo Tokyo	https://www.fashion-tokyo.jp/ja-jp.html	1 - 3 Apr 2020
446543	Human Reliability Analysis	https://www.petroedgeasia.net/training/human-reliability-analysis-safety-critical-task-analysis/	21 - 22 Apr 2020
446547	Certificate in Advanced Turnaround, Shutdown and Outage Management	https://www.petroedgeasia.net/training/advanced-turnaround-shutdown-and-outage-management/	28 - 30 Sep 2020
446548	Prospect Maturation	https://www.petroedgeasia.net/training/prospect-maturation/	21 - 25 Sep 2020
446549	Coiled Tubing Operations	https://www.petroedgeasia.net/training/coiled-tubing-operations-the-equipment-the-applications-well-control-hse-emerging-technologies/	21 - 25 Sep 2020
446550	Process Safety Engineering	https://www.petroedgeasia.net/training/process-safety-engineering/	21 - 25 Sep 2020
446552	Reservoir Engineering for Geosciences Professionals and Other Disciplines	https://www.petroedgeasia.net/training/reservoir-engineering-for-geosciences-professionals-and-other-disciplines/	21 - 25 Sep 2020
446553	Completion Design	https://www.petroedgeasia.net/training/completion-design/	24 - 28 Aug 2020
446554	Predicting Reservoir Distribution, Geometry & Quality	https://www.petroedgeasia.net/training/predicting-reservoir-distribution-geometry-quality/	24 - 28 Aug 2020
446555	Exploration & Production Data Management and Physical Asset Management	https://www.petroedgeasia.net/training/exploration-production-data-management-and-physical-asset-management/	24 - 28 Aug 2020
446556	Integrated Field Development Planning for Offshore Fields	https://www.petroedgeasia.net/training/integrated-field-development-planning-for-offshore-fields/	24 - 28 Aug 2020
13752	Mechanical Components & Material Technology Expo	http://www.mtech-kansai.jp/ja/Home/	7 - 9 Oct 2020
446557	Introduction to Subsea Inspection, Maintenance & Repairs	https://www.petroedgeasia.net/training/introduction-to-subsea-inspection-maintenance-repairs/	24 - 26 Aug 2020
446558	Production Technology for Other Disciplines	https://www.petroedgeasia.net/training/production-technology-for-other-disciplines/	24 - 26 Aug 2020
446560	Upstream Oil & Gas Development Lifecycle Costing	https://www.petroedgeasia.net/training/upstream-oil-gas-development-lifecycle-costing/	24 - 26 Aug 2020
446563	Introduction to Data Analytics & Visualization	https://www.petroedgeasia.net/training/introduction-to-data-analytics-visualization/	24 - 25 Aug 2020
446565	Competency Management & Assurance in the Energy Industry	https://www.petroedgeasia.net/training/competency-management-assurance-in-the-energy-industry/	20 - 22 Jul 2020
446566	Petroleum Risk Analysis & Portfolio Management	https://www.petroedgeasia.net/training/petroleum-risk-analysis-portfolio-management/	14 - 17 Jul 2020
446567	Supply Chain in Upstream: Purchasing & Procurement	https://www.petroedgeasia.net/training/supply-chain-in-upstream-purchasing-procurement-2/	9 - 11 Dec 2020
446569	E&P Technical Services Contract	https://www.petroedgeasia.net/training/ep-technical-services-contract/	2 - 4 Dec 2020
446571	Well Drilling AFE, Forecasting & Cost Control	https://www.petroedgeasia.net/training/well-drilling-afe-forecasting-cost-control/	2 - 4 Dec 2020
446572	Advanced Distributed Control System Applications, Selection & Troubleshooting	https://www.petroedgeasia.net/training/distributed-control-system-dcs-applications-selection-troubleshooting/	2 - 4 Dec 2020
446574	Trap, Top - and Fault Seal Analysis	https://www.petroedgeasia.net/training/trap-top-and-fault-seal-analysis/	23 - 27 Nov 2020
446575	Advanced Production Logging, Cased Hole & Production Log Evaluation	https://www.petroedgeasia.net/training/advanced-production-logging-cased-hole-production-log-evaluation/	23 - 27 Nov 2020
338077	Nottingham Midweek Fair	http://ampfairs.co.uk/FAIR%20DATES%202019.htm?LMCL=iE4NzQ	11 - 11 Dec 2019
446576	Application of Structural Geology in Seismic Interpretation	https://www.petroedgeasia.net/training/application-of-structural-geology-in-seismic-interpretation/	23 - 27 Nov 2020
446577	Advanced Well Stimulation Strategies	https://www.petroedgeasia.net/training/advanced-well-stimulation-strategies/	23 - 27 Nov 2020
446579	LNG Processing	https://www.petroedgeasia.net/training/lng-processing/	23 - 25 Nov 2020
446580	Leadership & Team Dynamics in Oil & Gas	https://www.petroedgeasia.net/training/leadership-team-dynamics-in-oil-gas/	23 - 25 Nov 2020
446581	Lubricant Analysis and Condition Monitoring	https://www.petroedgeasia.net/training/lubricant-analysis-and-condition-monitoring/	23 - 25 Nov 2020
446582	EPCIC Contract Management with Essential Elements of International Contract Laws	https://www.petroedgeasia.net/training/epcic-contract-management-essential-elements-of-international-contract-laws/	23 - 25 Nov 2020
446583	Production Sharing Contracts & Related Agreements	https://www.petroedgeasia.net/training/production-sharing-contracts-psc-related-agreements/	23 - 25 Nov 2020
446586	Integrated Methods for Offshore LNG Transfer	https://www.petroedgeasia.net/training/integrated-methods-for-offshore-lng-transfer/	26 - 27 Nov 2020
446587	Design, Planning and Executing in Heavy Lifting	https://www.petroedgeasia.net/training/heavy-transport-and-lifting-in-oil-gas/	23 - 24 Oct 2020
446589	Lubricants Blending and Quality Assurance	https://www.petroedgeasia.net/training/lubricants-blending-and-quality-assurance/	18 - 20 Nov 2020
446590	Strategic Innovation in Oil & Gas	https://www.petroedgeasia.net/training/strategic-innovation-in-oil-gas/	18 - 20 Nov 2020
227644	Halal Expo Latino Americana	http://halalexpochile.com/	25 - 26 Nov 2019
446591	Managed Pressure Drilling	https://www.petroedgeasia.net/training/managed-pressure-drilling/	26 - 28 Oct 2020
446592	LNG Fundamentals	https://www.petroedgeasia.net/training/lng-fundamentals/	27 - 29 Oct 2020
446593	Advanced Casing Design	https://www.petroedgeasia.net/training/advanced-casing-design/	19 - 23 Oct 2020
446595	Financial Reporting and Compliance for International E&P	https://www.petroedgeasia.net/training/financial-reporting-compliance-for-international-ep/	19 - 22 Oct 2020
446596	Refining Economics	https://www.petroedgeasia.net/training/refining-economics/	19 - 21 Oct 2020
446597	Rigless Interventions: Slickline, Coiled Tubing, Hydraulic Workover & New Technologies	https://www.petroedgeasia.net/training/rigless-interventions-slickline-coiled-tubing-hydraulic-workover-new-technologies/	19 - 21 Oct 2020
446598	Accounting for International E&P	https://www.petroedgeasia.net/training/accounting-for-international-ep/	13 - 16 Oct 2020
446600	Human Competency & Capability Development in Oil & Gas	https://www.petroedgeasia.net/training/human-competency-capability-development-in-oil-gas-building-capability-optimising-impact-2-day-course/	13 - 16 Oct 2020
446602	Moving from Engineer to Manager in the Oil & Gas Industry	https://www.petroedgeasia.net/training/moving-from-engineer-to-manager-in-the-oil-gas-industry/	19 - 21 Oct 2020
446603	Fundamentals of Seismic for Non-Geophysicists	https://www.petroedgeasia.net/training/fundamentals-of-seismic-for-non-geophysicists/	21 - 23 Oct 2020
446604	Rapid and Inclusive Strategy Development in Oil & Gas	https://www.petroedgeasia.net/training/rapid-and-inclusive-strategy-development-in-oil-gas/	22 - 23 Oct 2020
446606	Petroleum Geology for Non-Geologists	https://www.petroedgeasia.net/training/petroleum-geology-for-non-geologists/	26 - 27 Oct 2020
446607	Failure Mode Effects Analysis for Process Plants/Safeguarding	https://www.petroedgeasia.net/training/failure-mode-effects-analysis-fmea-for-process-plants-safeguarding/	26 - 28 Oct 2020
423147	Risk Assessment Of Machines Seminar	https://www.maschinenbau-institut.de/entwicklung/risikobeurteilung-von-maschinen/	28 - 28 May 2020
224571	Global Lodging Forum	http://globallodgingforum.com/accueil/	8 - 9 Jun 2020
151433	Japan Noodles Industry Fair	https://www.nichimen.or.jp/mensanten/	15 - 17 Apr 2020
13686	Energy Saving And Power Efficiency Innovative Technologies and Equipment	http://www.en.farexpo.ru/?y=2019&m=1&dc=	6 - 9 Oct 2020
411640	Richmond E-Commerce Forum	http://www.richmonditalia.it/ecommerce/	23 - 25 Sep 2020
264760	Audit and Security for Cloud-Based Services	https://misti.com/event-details?EVENTID=17591&ORGCODE=10	22 - 23 Oct 2020
18133	PAD London	https://www.pad-fairs.com/london/	29 Sep - 4 Oct 2020
402918	PACKINNOVE Europe	http://www.packinnove.com/informations-pratiques-fr	23 - 24 Jun 2020
379982	Further and Higher Education Strategy Forum	https://www.educationstrategyforum.com/	25 - 26 Feb 2020
357580	Mames Excellence In Hme Conference	https://www.mames.com/events/EventDetails.aspx?id=1219651	7 - 9 Oct 2020
268176	Plant Hunters Fairs Southwell Minster Gardens	http://www.planthuntersfairs.co.uk/Venues/southwellminster.htm	9 - 9 Aug 2020
374879	CIO Next	https://www.forbes.com/forbes-live/event/cio-next-2019/	12 - 12 Dec 2019
176540	Plant Hunters Fairs Whittington Castle	http://www.planthuntersfairs.co.uk/Venues/whittington_castle.htm	10 - 10 Apr 2020
30986	Biotechnology For Non Biotechnologists London	https://management-forum.co.uk/product/details/1585/biotechnology-for-the-non-biotechnologist?referrer=10times	30 Sep - 2 Oct 2020
73634	Le Salon Du Mariage	https://www.lesitedumariage.com/salon-mariage-paris/	25 - 26 Jan 2020
240063	Lincs Wedding Show	http://lincsweddingshow.co.uk/	16 - 16 Feb 2020
249342	Childrens Bazaar	https://www.otroskibazar.si/	12 - 13 Sep 2020
74049	Otroski Bazar Ljubljana	https://www.otroskibazar.si/	12 - 13 Sep 2020
387809	Veeva Japan R & D Summit	https://www.veeva.com/jp/events/	30 - 30 Oct 2019
313735	BudMarket	http://expo.vn.ua/ua/exibitions/vystavki/118/22-04-2020/	22 - 24 Apr 2020
194433	Invasives	http://events.bcinvasives.ca/about-invasivesforum	11 - 13 Feb 2020
165783	Expo Tu Boda Guadalajara	https://expotubodaguadalajara.com.mx	25 - 26 Jan 2020
199345	Home & Garden Shows Knoxville	https://expomanagementinc.com/schedule-of-events/	7 - 8 Mar 2020
301839	The Essentials of HR Law	https://www.pryor.com/training-seminars/essentials-hr-law/?zip=61704&loc=MD&submit=Submit	11 - 11 Feb 2020
395356	WA IT Leadership Summit	http://biapac.com/wa-t-leaders-summit/	28 - 29 Jul 2020
184742	Mid America Train And Toy Show	http://www.midamericatrainandtoyshow.com/	1 - 1 Dec 2019
347290	International Conference Mechanical, Civil, Industrial and Production Engineering	http://arsss.org/Conference2019/12/Chandigarh/ICMCIPE/	7 - 7 Dec 2019
206247	Owlcon Convention	http://owlcon.com/	28 Feb - 1 Mar 2020
327414	The Alternative Legal Management Summit	https://www.alternativelegalmanagement.com/	14 - 15 Sep 2020
36863	Cape Coral Home & Garden Show	https://expomanagementinc.com/schedule-of-events/	25 - 26 Jan 2020
426916	Rotterdam School of Management Leadership Summit	https://www.rsm.nl/sites/leadership-summit-2020/	9 - 9 Oct 2020
259158	International Conference On Accounting And Finance	http://iserd.co/Conference/Melbourne/ICAF/	24 - 25 Dec 2019
155676	International Conference On Theoretical Physics	https://ccds.phys.us.edu.pl/conference_info.html	7 - 11 Sep 2020
440761	Congress of the Brazilian Society of Radiotherapy	https://www.semanaonco.com.br/radioterapia/	23 - 26 Oct 2019
303311	Front Desk Safety & Security	https://www.pryor.com/training-seminars/front-desk-safety-security/?zip=91764&loc=NY&submit=Submit	5 - 5 Mar 2020
437119	200 Hour Yoga Teacher Training in Rishikesh	https://www.rishikulyogshala.org/200-hour-yoga-teacher-training-india.html	7 Nov - 4 Dec 2019
185646	Dealing with Difficult People	https://www.pryor.com/training-seminars/dealing-with-difficult-people/?zip=10017&loc=MD&submit=Submit	17 - 17 Mar 2020
437686	Certified ScrumMaster Classroom Training	https://www.invensislearning.com/in/csm-certification-training/bangalore	16 - 17 Oct 2019
388671	Begin Edu Fair Tashkent	https://begin-expo.com/events/vyistavka-mezhdunarodnoe-obrazovanie-v-tashkente/	25 - 25 Feb 2020
309335	Strengthening Your People Skills	https://nationalseminarstraining.com/seminar/strengthening-your-people-skills-in-the-workplace	30 - 30 Oct 2019
66680	Russian Energy Forum	http://refbvk.ru/	22 - 25 Oct 2019
294960	Organization Skills for the Overwhelmed	https://nationalseminarstraining.com/seminar/organization-skills-for-the-overwhelmed	31 - 31 Oct 2019
368935	Zurich Tech Job Fair	https://techmeetups.com/event/zurich-tech-job-fair-spring-2020/	6 - 6 May 2020
324251	IADC ART Cybersecurity Subcommittee Meeting	https://www.iadc.org/event/iadc-cybersecurity-committee-6/	12 - 12 Dec 2019
190185	OSHA Compliance	https://www.pryor.com/training-seminars/osha-compliance/?loc=WA&zip=45431	28 - 28 Feb 2020
302510	Basic Supervision	https://www.pryor.com/training-seminars/basic-supervision/?loc=NJ&zip=66214	11 - 11 Feb 2020
396960	ESCoE Conference on Economic Measurement	https://www.escoe.ac.uk/annual-conferences/	20 - 22 May 2020
303215	How to Communicate With Tact, Professionalism, and Diplomacy	https://nationalseminarstraining.com/seminar/how-to-communicate-with-tact-professionalism-and-diplomacy	5 - 5 Dec 2019
422697	International Conference on Fisheries & Aquaculture	https://aqua.gavinconferences.com/	18 - 19 Nov 2019
333851	EIPOS Expertise in Fire Protection	https://www.eipos-sachverstaendigentage.de/brandschutz.html	18 - 19 Nov 2019
390018	Embo plus plus	https://www.embo.io/	13 - 15 Mar 2020
302439	Payroll Law	https://www.pryor.com/training-seminars/payroll-law/?zip=08837&loc=&submit=Submit	24 - 24 Feb 2020
356110	Pumps Pipes Valves & Compressors World Expo	http://www.interads.in/upcoming-exhibitions.html#	24 - 26 Apr 2020
373419	Aqua World India	http://www.interads.in/upcoming-exhibitions.html	24 - 26 Apr 2020
425847	International Plant Phenotyping Symposium	https://ipps2019.plant-phenotyping.org/travel_grant_ipps2019	22 - 25 Oct 2019
251477	Pharmacy Days	https://www.pharmacy.purdue.edu/oss/career-development	22 - 22 Oct 2019
435967	OGC TC/PC Meeting	https://www.opengeospatial.org/event/1911tc	18 - 22 Nov 2019
419737	International Conference on Digital Solutions For Education & Clinical Dentistry	https://umconference.um.edu.my/ICDSECD2019	18 - 19 Nov 2019
408616	Canadian Bureau For International Education Exhibition	https://cbie.ca/upcoming-events/cbie-2019/	17 - 20 Nov 2019
73547	Les Journees Du Courtage	http://www.lesjourneesducourtage.com/	15 - 16 Sep 2020
252913	SANS Pen Test Hackfest Summit & Training	https://www.sans.org/event/pen-test-hackfest-2019/location/	18 - 25 Nov 2019
118273	Food & Bev Live	http://www.foodandbev.ie/	4 - 5 Feb 2020
269471	Effective Management of Anaesthetic Crises (EMAC)	http://scps.auckland.ac.nz/upcoming-courses	17 - 19 Oct 2019
161335	RMA Annual Conference	https://www.rma.ac.uk/events/rma-annual-conference/	8 - 10 Sep 2020
136363	Analytical Characterization of Biotherapeutics	https://www.pegsummiteurope.com/characterising-biotherapeutics/	20 - 21 Nov 2019
341584	Transport of Russia	https://transweek.ru/2019/ru/	16 - 21 Nov 2019
431286	Operational Resilience in the Financial Sector	http://www.cityandfinancialconferences.com/events/operational-resilience-in-the-financial-sector-meeting-the-regulators-expectations/custom-18-ce767c2a90d54dc39b23f1b916233bac.aspx	18 - 18 Nov 2019
105147	NanoBioTech-Montreux	http://www.nanotech-montreux.com/wordpress/	17 - 20 Nov 2019
436841	Wireless Innovation Forum Communications Technology Summit	https://conference.wirelessinnovation.org/2019-location-and-accommodations	18 - 21 Nov 2019
289293	RefComm Mumbai	https://refiningcommunity.com/refcomm-mumbai-2019/	11 - 14 Nov 2019
240106	Festival Of Food And Drink	http://festivaloffoodanddrink.com/	19 - 20 Sep 2020
238606	Taste Of Roma	https://www.tasteofroma.it	24 - 27 Sep 2020
219776	South East Baby & Toddler Show	https://babyandtoddlershow.co.uk/sandown-park/visit/key-information/	3 - 5 Apr 2020
198696	Kitchen & Dining	https://trademart.nl	8 - 10 Mar 2020
372449	WinnComm	https://conference.wirelessinnovation.org/2018-location-and-accommodations	18 - 21 Nov 2019
18159	MIFUR	http://www.mifur.com/home.asp	20 - 23 Feb 2020
158879	International Packaging and Printing Exhibition for Asia	http://www.pack-print.de/index.php/en/	22 - 25 Sep 2021
380922	Connect Georgia	http://www.connectmarketplace.com/georgia.html	18 - 19 Nov 2019
408532	Chief Academic Officer Summit	https://daleadershipinstitute.com/caosummits/	18 - 20 Nov 2019
213412	MNCPA Tax Conference	https://www.mncpa.org/taxconference/location/	18 - 19 Nov 2019
171834	Transact Tech San Francisco	https://www.electran.org/eta-events-awards/2019-transact-tech-san-francisco/	18 - 18 Nov 2019
265484	Mrai's International Indian Metal Recycling Conference	http://www.mrai.org.in/imrc/	7 - 9 Feb 2020
334080	World Engineers Convention	http://wec2019.org.au/	20 - 22 Nov 2019
360117	Engineering Asia	http://www.machineryasiaexpo.com/	8 - 10 Nov 2020
222357	MBC Construction Fair	http://www.dong-afairs.co.kr/02_sub/2c_sub01.php?p_idx=105	31 Jan - 3 Feb 2020
430134	VIBE	https://www.dbmci.com/visual-image-based-education	5 - 5 Jan 2020
136927	Japanese Dermatological Association Annual Meeting	https://jda119.jp/outline.html	4 - 7 Jun 2020
3964	Health Ingredients Japan	https://www.hijapan.info/en/	16 - 18 Nov 2020
360668	Textile Industry Trade Fair	http://www.textileasia.com.pk/home.php?id=lahore	18 - 20 Sep 2020
215406	Plastics And Rubber Industry Exhibition	http://www.cieme.cn/zi_index.aspx?id=16	18 - 20 Oct 2019
215400	Welding & Cutting Technology Exhibition	http://www.cieme.cn/zi_index.aspx?id=11	18 - 20 Oct 2019
215401	Bearing Special Equipement Exhibition	http://www.cieme.cn/zi_index.aspx?id=12	18 - 20 Oct 2019
215403	Casting Industry Exhibition	http://www.cieme.cn/zi_index.aspx?id=10	18 - 20 Oct 2019
215404	Power Transmission And Control Technology Exhibition	http://www.cieme.cn/zi_index.aspx?id=15	18 - 20 Oct 2019
402937	Global Steering Group for Impact Investment Impact Summit	http://gsgii.org/summit/	18 - 19 Nov 2019
394959	Australasian College for Infection Prevention and Control Conference	http://www.acipcconference.com.au/	17 - 20 Nov 2019
336092	Club9 International Tourism Expo	http://www.itebangalore.com	18 - 20 Oct 2019
136365	Protein Aggregates and Particles	https://www.pegsummiteurope.com/protein-aggregates/	21 - 22 Nov 2019
78094	Salon du Mariage	http://mariage.foiredechalons.com/	5 - 6 Oct 2020
275530	The Lugano Fund Forum	https://finlantern.com/fundforum/lugano-fund-forum-2017/	19 - 19 Nov 2019
112126	Budgeting, Planning & Management Reporting	https://www.bmc.net/Finance-,-Accounting-and-Budgeting/39/FBA123/Budgeting,-Planning-and-Management-Reporting/Kuala%20Lumpur	20 - 24 Oct 2019
6064	Safety & Technology Japan	http://www.hijapan.info/	16 - 18 Nov 2020
369694	Food Ingredients for Taste	https://www.hijapan.info/en/	16 - 18 Nov 2020
401968	Marketing Technology Fair Osaka	https://www.tfm-japan.com/osaka/	27 - 28 May 2020
465	Good Food & Wine Show - Melbourne	https://goodfoodshow.com.au/melbourne/	29 - 31 May 2020
